ENTREZID	ENSEMBL	SYMBOL	GENENAME
65972	ENSMUSG00000110777	Ifi30	interferon gamma inducible protein 30
244421	ENSMUSG00000039633	Lonrf1	LON peptidase N-terminal domain and ring finger 1
67374	ENSMUSG00000053062	Jam2	junction adhesion molecule 2
14137	ENSMUSG00000021273	Fdft1	farnesyl diphosphate farnesyl transferase 1
75767	ENSMUSG00000031488	Rab11fip1	RAB11 family interacting protein 1 (class I)
242037	ENSMUSG00000074591	Ankub1	ankrin repeat and ubiquitin domain containing 1
223650	ENSMUSG00000115388	Eppk1	epiplakin 1
67306	ENSMUSG00000043542	Zc2hc1a	zinc finger, C2HC-type containing 1A
108000	ENSMUSG00000026605	Cenpf	centromere protein F
102920	ENSMUSG00000031262	Cenpi	centromere protein I
231452	ENSMUSG00000029415	Sdad1	SDA1 domain containing 1
80885	ENSMUSG00000045502	Hcar2	hydroxycarboxylic acid receptor 2
14087	ENSMUSG00000032815	Fanca	Fanconi anemia, complementation group A
20444	ENSMUSG00000031749	St3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
19416	ENSMUSG00000049892	Rasd1	RAS, dexamethasone-induced 1
69020	ENSMUSG00000034429	Zfp707	zinc finger protein 707
107747	ENSMUSG00000030088	Aldh1l1	aldehyde dehydrogenase 1 family, member L1
19041	ENSMUSG00000039457	Ppl	periplakin
94187	ENSMUSG00000045333	Zfp423	zinc finger protein 423
100502698	ENSMUSG00000035629	Rubcn	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein
231070	ENSMUSG00000045294	Insig1	insulin induced gene 1
217578	ENSMUSG00000035021	Baz1a	bromodomain adjacent to zinc finger domain 1A
99512	ENSMUSG00000040389	Wdr47	WD repeat domain 47
110784	ENSMUSG00000031618	Nr3c2	nuclear receptor subfamily 3, group C, member 2
217995	ENSMUSG00000050244	Heatr1	HEAT repeat containing 1
209212	ENSMUSG00000041153	Osgin2	oxidative stress induced growth inhibitor family member 2
15357	ENSMUSG00000021670	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
14793	ENSMUSG00000023505	Cdca3	cell division cycle associated 3
12550	ENSMUSG00000000303	Cdh1	cadherin 1
12235	ENSMUSG00000027379	Bub1	BUB1, mitotic checkpoint serine/threonine kinase
20442	ENSMUSG00000013846	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
12262	ENSMUSG00000036896	C1qc	complement component 1, q subcomponent, C chain
171210	ENSMUSG00000021226	Acot2	acyl-CoA thioesterase 2
76650	ENSMUSG00000032802	Srxn1	sulfiredoxin 1 homolog (S. cerevisiae)
245945	ENSMUSG00000070780	Rbm47	RNA binding motif protein 47
228359	ENSMUSG00000027247	Arhgap1	Rho GTPase activating protein 1
239530	ENSMUSG00000045281	Gpr20	G protein-coupled receptor 20
241556	ENSMUSG00000027217	Tspan18	tetraspanin 18
78834	ENSMUSG00000050846	Zfp623	zinc finger protein 623
16858	ENSMUSG00000053522	Lgals7	lectin, galactose binding, soluble 7
53310	ENSMUSG00000000881	Dlg3	discs large MAGUK scaffold protein 3
434175	ENSMUSG00000048574	Ccnb1-ps	cyclin B1, pseudogene
320315	ENSMUSG00000097326	A330048O09Rik	RIKEN cDNA A330048O09 gene
328417	ENSMUSG00000054509	Parp4	poly (ADP-ribose) polymerase family, member 4
215210	ENSMUSG00000039886	Tmem120a	transmembrane protein 120A
74148	ENSMUSG00000020741	Cluh	clustered mitochondria (cluA/CLU1) homolog
16987	ENSMUSG00000033105	Lss	lanosterol synthase
14264	ENSMUSG00000041559	Fmod	fibromodulin
57741	ENSMUSG00000095567	Noc2l	NOC2 like nucleolar associated transcriptional repressor
21877	ENSMUSG00000025574	Tk1	thymidine kinase 1
20200	ENSMUSG00000001025	S100a6	S100 calcium binding protein A6 (calcyclin)
216188	ENSMUSG00000020256	Aldh1l2	aldehyde dehydrogenase 1 family, member L2
18432	ENSMUSG00000040463	Mybbp1a	MYB binding protein (P160) 1a
20198	ENSMUSG00000001020	S100a4	S100 calcium binding protein A4
216877	ENSMUSG00000040620	Dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33
17768	ENSMUSG00000005667	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase
217011	ENSMUSG00000020692	Nle1	notchless homolog 1
68048	ENSMUSG00000030609	Aen	apoptosis enhancing nuclease
16881	ENSMUSG00000056394	Lig1	ligase I, DNA, ATP-dependent
20537	ENSMUSG00000011034	Slc5a1	solute carrier family 5 (sodium/glucose cotransporter), member 1
67134	ENSMUSG00000027405	Nop56	NOP56 ribonucleoprotein
208659	ENSMUSG00000020614	Fam20a	family with sequence similarity 20, member A
18102	ENSMUSG00000037601	Nme1	NME/NM23 nucleoside diphosphate kinase 1
11685	ENSMUSG00000018907	Alox12e	arachidonate lipoxygenase, epidermal
30059	ENSMUSG00000027076	Timm10	translocase of inner mitochondrial membrane 10
80385	ENSMUSG00000010054	Tusc2	tumor suppressor 2, mitochondrial calcium regulator
19273	ENSMUSG00000028909	Ptpru	protein tyrosine phosphatase, receptor type, U
13448	ENSMUSG00000068335	Dok1	docking protein 1
207911	ENSMUSG00000050164	Mchr1	melanin-concentrating hormone receptor 1
72027	ENSMUSG00000063354	Slc39a4	solute carrier family 39 (zinc transporter), member 4
64009	ENSMUSG00000096054	Syne1	spectrin repeat containing, nuclear envelope 1
72269	ENSMUSG00000028755	Cda	cytidine deaminase
26886	ENSMUSG00000045273	Cenph	centromere protein H
18003	ENSMUSG00000021365	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9
24004	ENSMUSG00000043518	Rai2	retinoic acid induced 2
55927	ENSMUSG00000067071	Hes6	hairy and enhancer of split 6
76441	ENSMUSG00000040260	Daam2	dishevelled associated activator of morphogenesis 2
72978	ENSMUSG00000026514	Cnih3	cornichon family AMPA receptor auxiliary protein 3
23921	ENSMUSG00000005057	Sh2b2	SH2B adaptor protein 2
66570	ENSMUSG00000068101	Cenpm	centromere protein M
243385	ENSMUSG00000045441	Gprin3	GPRIN family member 3
108888	ENSMUSG00000029036	Atad3a	ATPase family, AAA domain containing 3A
98999	ENSMUSG00000039501	Znfx1	zinc finger, NFX1-type containing 1
230734	ENSMUSG00000028889	Yrdc	yrdC domain containing (E.coli)
98956	ENSMUSG00000027185	Nat10	N-acetyltransferase 10
68671	ENSMUSG00000025137	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine
215387	ENSMUSG00000034906	Ncaph	non-SMC condensin I complex, subunit H
21664	ENSMUSG00000020205	Phlda1	pleckstrin homology like domain, family A, member 1
13605	ENSMUSG00000027699	Ect2	ect2 oncogene
244058	ENSMUSG00000070509	Rgma	repulsive guidance molecule family member A
66058	ENSMUSG00000023367	Tmem176a	transmembrane protein 176A
14747	ENSMUSG00000042190	Cmklr1	chemokine-like receptor 1
108682	ENSMUSG00000031700	Gpt2	glutamic pyruvate transaminase (alanine aminotransferase) 2
67291	ENSMUSG00000049957	Ccdc137	coiled-coil domain containing 137
20810	ENSMUSG00000006442	Srm	spermidine synthase
12683	ENSMUSG00000024526	Cidea	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A
110749	ENSMUSG00000022945	Chaf1b	chromatin assembly factor 1, subunit B (p60)
21926	ENSMUSG00000024401	Tnf	tumor necrosis factor
110109	ENSMUSG00000038279	Nop2	NOP2 nucleolar protein
69656	ENSMUSG00000031379	Pir	pirin
16822	ENSMUSG00000002699	Lcp2	lymphocyte cytosolic protein 2
110596	ENSMUSG00000021662	Arhgef28	Rho guanine nucleotide exchange factor (GEF) 28
75475	ENSMUSG00000022562	Oplah	5-oxoprolinase (ATP-hydrolysing)
545481	ENSMUSG00000074625	Arhgap40	Rho GTPase activating protein 40
240505	ENSMUSG00000024769	Cdc42bpg	CDC42 binding protein kinase gamma (DMPK-like)
240505	ENSMUSG00000107268	Cdc42bpg	CDC42 binding protein kinase gamma (DMPK-like)
13824	ENSMUSG00000024376	Epb41l4a	erythrocyte membrane protein band 4.1 like 4a
12259	ENSMUSG00000036887	C1qa	complement component 1, q subcomponent, alpha polypeptide
235442	ENSMUSG00000036943	Rab8b	RAB8B, member RAS oncogene family
12832	ENSMUSG00000026042	Col5a2	collagen, type V, alpha 2
433855	ENSMUSG00000105987	AI506816	expressed sequence AI506816
53619	ENSMUSG00000067787	Blcap	bladder cancer associated protein
14860	ENSMUSG00000032348	Gsta4	glutathione S-transferase, alpha 4
71393	ENSMUSG00000021752	Kctd6	potassium channel tetramerisation domain containing 6
69387	ENSMUSG00000030708	Dnajb13	DnaJ heat shock protein family (Hsp40) member B13
208213	ENSMUSG00000034324	Tmem132c	transmembrane protein 132C
100303738	ENSMUSG00000092130	D030025P21Rik	RIKEN cDNA D030025P21 gene
13731	ENSMUSG00000022505	Emp2	epithelial membrane protein 2
12821	ENSMUSG00000025064	Col17a1	collagen, type XVII, alpha 1
114304	ENSMUSG00000021553	Slc28a3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3
110253	ENSMUSG00000033088	Triobp	TRIO and F-actin binding protein
66039	ENSMUSG00000072676	Tmem254a	transmembrane protein 254a
54141	ENSMUSG00000002055	Spag5	sperm associated antigen 5
15366	ENSMUSG00000020330	Hmmr	hyaluronan mediated motility receptor (RHAMM)
17121	ENSMUSG00000021485	Mxd3	Max dimerization protein 3
403205	ENSMUSG00000036231	Agr3	anterior gradient 3
12509	ENSMUSG00000032679	Cd59a	CD59a antigen
108907	ENSMUSG00000027306	Nusap1	nucleolar and spindle associated protein 1
21949	ENSMUSG00000028362	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8
213773	ENSMUSG00000040688	Tbl3	transducin (beta)-like 3
18553	ENSMUSG00000030513	Pcsk6	proprotein convertase subtilisin/kexin type 6
75141	ENSMUSG00000034472	Rasd2	RASD family, member 2
70701	ENSMUSG00000067219	Nipal1	NIPA-like domain containing 1
106795	ENSMUSG00000050410	Tcf19	transcription factor 19
13349	ENSMUSG00000037872	Ackr1	atypical chemokine receptor 1 (Duffy blood group)
224997	ENSMUSG00000003279	Dlgap1	DLG associated protein 1
70572	ENSMUSG00000030662	Ipo5	importin 5
240672	ENSMUSG00000034765	Dusp5	dual specificity phosphatase 5
56774	ENSMUSG00000031089	Slc6a14	solute carrier family 6 (neurotransmitter transporter), member 14
18968	ENSMUSG00000006678	Pola1	polymerase (DNA directed), alpha 1
72948	ENSMUSG00000021573	Tppp	tubulin polymerization promoting protein
110197	ENSMUSG00000022861	Dgkg	diacylglycerol kinase, gamma
67973	ENSMUSG00000030521	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
72720	ENSMUSG00000030145	Zfp248	zinc finger protein 248
140703	ENSMUSG00000034164	Emid1	EMI domain containing 1
13404	ENSMUSG00000022429	Dmc1	DNA meiotic recombinase 1
16785	ENSMUSG00000032518	Rpsa	ribosomal protein SA
20539	ENSMUSG00000040010	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5
71007	ENSMUSG00000030994	D7Ertd443e	DNA segment, Chr 7, ERATO Doi 443, expressed
208936	ENSMUSG00000053399	Adamts18	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18
72713	ENSMUSG00000033544	Angptl1	angiopoietin-like 1
75785	ENSMUSG00000062901	Klhl24	kelch-like 24
18263	ENSMUSG00000011179	Odc1	ornithine decarboxylase, structural 1
16534	ENSMUSG00000054342	Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4
72107	ENSMUSG00000022422	Dscc1	DNA replication and sister chromatid cohesion 1
244418	ENSMUSG00000050271	Prag1	PEAK1 related kinase activating pseudokinase 1
21414	ENSMUSG00000000782	Tcf7	transcription factor 7, T cell specific
329251	ENSMUSG00000073557	Ppp1r12b	protein phosphatase 1, regulatory subunit 12B
15904	ENSMUSG00000021379	Id4	inhibitor of DNA binding 4
66422	ENSMUSG00000042462	Dctpp1	dCTP pyrophosphatase 1
70465	ENSMUSG00000000561	Wdr77	WD repeat domain 77
215193	ENSMUSG00000016181	Diexf	digestive organ expansion factor homolog (zebrafish)
20019	ENSMUSG00000049553	Polr1a	polymerase (RNA) I polypeptide A
67052	ENSMUSG00000024056	Ndc80	NDC80 kinetochore complex component
77996	ENSMUSG00000026870	Cutal	cutA divalent cation tolerance homolog-like
70835	ENSMUSG00000045027	Prss22	protease, serine 22
11482	ENSMUSG00000000530	Acvrl1	activin A receptor, type II-like 1
232943	ENSMUSG00000040714	Klc3	kinesin light chain 3
28126	ENSMUSG00000025869	Nop16	NOP16 nucleolar protein
11752	ENSMUSG00000021950	Anxa8	annexin A8
20510	ENSMUSG00000024935	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
56040	ENSMUSG00000007892	Rplp1	ribosomal protein, large, P1
16890	ENSMUSG00000003123	Lipe	lipase, hormone sensitive
26563	ENSMUSG00000035305	Ror1	receptor tyrosine kinase-like orphan receptor 1
13447	ENSMUSG00000020848	Doc2b	double C2, beta
107995	ENSMUSG00000006398	Cdc20	cell division cycle 20
22704	ENSMUSG00000051351	Zfp46	zinc finger protein 46
53623	ENSMUSG00000001986	Gria3	glutamate receptor, ionotropic, AMPA3 (alpha 3)
67573	ENSMUSG00000025185	Loxl4	lysyl oxidase-like 4
84004	ENSMUSG00000032135	Mcam	melanoma cell adhesion molecule
99470	ENSMUSG00000052539	Magi3	membrane associated guanylate kinase, WW and PDZ domain containing 3
16765	ENSMUSG00000028832	Stmn1	stathmin 1
80981	ENSMUSG00000034936	Arl4d	ADP-ribosylation factor-like 4D
57783	ENSMUSG00000020400	Tnip1	TNFAIP3 interacting protein 1
100504186	NA	C230013L11Rik	RIKEN cDNA C230013L11 gene
14782	ENSMUSG00000031584	Gsr	glutathione reductase
70312	ENSMUSG00000034889	Cactin	cactin, spliceosome C complex subunit
241452	ENSMUSG00000027068	Dhrs9	dehydrogenase/reductase (SDR family) member 9
81799	ENSMUSG00000058914	C1qtnf3	C1q and tumor necrosis factor related protein 3
20017	ENSMUSG00000027395	Polr1b	polymerase (RNA) I polypeptide B
63953	ENSMUSG00000039384	Dusp10	dual specificity phosphatase 10
18795	ENSMUSG00000051177	Plcb1	phospholipase C, beta 1
229706	ENSMUSG00000027894	Slc6a17	solute carrier family 6 (neurotransmitter transporter), member 17
16666	ENSMUSG00000053797	Krt16	keratin 16
71740	ENSMUSG00000006411	Nectin4	nectin cell adhesion molecule 4
268697	ENSMUSG00000041431	Ccnb1	cyclin B1
17342	ENSMUSG00000035158	Mitf	melanogenesis associated transcription factor
216892	ENSMUSG00000040447	Spns2	spinster homolog 2
21834	ENSMUSG00000021779	Thrb	thyroid hormone receptor beta
50781	ENSMUSG00000030772	Dkk3	dickkopf WNT signaling pathway inhibitor 3
217216	ENSMUSG00000034773	BC030867	cDNA sequence BC030867
108148	ENSMUSG00000089704	Galnt2	polypeptide N-acetylgalactosaminyltransferase 2
93689	ENSMUSG00000048096	Lmod1	leiomodin 1 (smooth muscle)
16600	ENSMUSG00000003032	Klf4	Kruppel-like factor 4 (gut)
117198	ENSMUSG00000023150	Ivns1abp	influenza virus NS1A binding protein
20877	ENSMUSG00000020897	Aurkb	aurora kinase B
20515	ENSMUSG00000027397	Slc20a1	solute carrier family 20, member 1
225845	ENSMUSG00000060675	Pla2g16	phospholipase A2, group XVI
218977	ENSMUSG00000037544	Dlgap5	DLG associated protein 5
320587	ENSMUSG00000073680	Tmem88b	transmembrane protein 88B
27984	ENSMUSG00000040659	Efhd2	EF hand domain containing 2
269120	ENSMUSG00000010311	Optc	opticin
234094	ENSMUSG00000071176	Arhgef10	Rho guanine nucleotide exchange factor (GEF) 10
50778	ENSMUSG00000026358	Rgs1	regulator of G-protein signaling 1
66793	ENSMUSG00000068617	Efcab1	EF-hand calcium binding domain 1
19124	ENSMUSG00000027611	Procr	protein C receptor, endothelial
103172	ENSMUSG00000049422	Chchd10	coiled-coil-helix-coiled-coil-helix domain containing 10
59091	ENSMUSG00000017817	Jph2	junctophilin 2
17075	ENSMUSG00000045394	Epcam	epithelial cell adhesion molecule
56847	ENSMUSG00000015134	Aldh1a3	aldehyde dehydrogenase family 1, subfamily A3
12443	ENSMUSG00000070348	Ccnd1	cyclin D1
170942	ENSMUSG00000096768	Erdr1	erythroid differentiation regulator 1
18619	ENSMUSG00000045573	Penk	preproenkephalin
71952	ENSMUSG00000046791	Riox1	ribosomal oxygenase 1
16792	ENSMUSG00000028581	Laptm5	lysosomal-associated protein transmembrane 5
329876	NA	Gm12680	predicted gene 12680
11464	ENSMUSG00000068614	Actc1	actin, alpha, cardiac muscle 1
78733	ENSMUSG00000032783	Troap	trophinin associated protein
67849	ENSMUSG00000024791	Cdca5	cell division cycle associated 5
76044	ENSMUSG00000042029	Ncapg2	non-SMC condensin II complex, subunit G2
21807	ENSMUSG00000022010	Tsc22d1	TSC22 domain family, member 1
100039795	ENSMUSG00000040612	Ildr2	immunoglobulin-like domain containing receptor 2
21857	ENSMUSG00000001131	Timp1	tissue inhibitor of metalloproteinase 1
16571	ENSMUSG00000034311	Kif4	kinesin family member 4
19387	ENSMUSG00000022391	Rangap1	RAN GTPase activating protein 1
434341	ENSMUSG00000074151	Nlrc5	NLR family, CARD domain containing 5
328505	ENSMUSG00000049214	Skint7	selection and upkeep of intraepithelial T cells 7
17345	ENSMUSG00000031004	Mki67	antigen identified by monoclonal antibody Ki 67
319482	ENSMUSG00000078776	9530053A07Rik	RIKEN cDNA 9530053A07 gene
21819	ENSMUSG00000053469	Tg	thyroglobulin
28109	ENSMUSG00000020255	D10Wsu102e	DNA segment, Chr 10, Wayne State University 102, expressed
97998	ENSMUSG00000022419	Deptor	DEP domain containing MTOR-interacting protein
239673	ENSMUSG00000048699	Krt90	keratin 90
14281	ENSMUSG00000021250	Fos	FBJ osteosarcoma oncogene
75973	ENSMUSG00000075225	Ccdc162	coiled-coil domain containing 162
244886	ENSMUSG00000032313	Tmem266	transmembrane protein 266
381463	ENSMUSG00000048938	Nr1h5	nuclear receptor subfamily 1, group H, member 5
70737	ENSMUSG00000068876	Cgn	cingulin
14962	ENSMUSG00000090231	Cfb	complement factor B
13653	ENSMUSG00000038418	Egr1	early growth response 1
16560	ENSMUSG00000014602	Kif1a	kinesin family member 1A
18938	ENSMUSG00000056612	Ppp1r14b	protein phosphatase 1, regulatory inhibitor subunit 14B
109019	ENSMUSG00000026107	Nabp1	nucleic acid binding protein 1
18140	ENSMUSG00000001228	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1
99890	ENSMUSG00000049300	Prmt6	protein arginine N-methyltransferase 6
22402	ENSMUSG00000005124	Wisp1	WNT1 inducible signaling pathway protein 1
22247	ENSMUSG00000022814	Umps	uridine monophosphate synthetase
20308	ENSMUSG00000019122	Ccl9	chemokine (C-C motif) ligand 9
16803	ENSMUSG00000016024	Lbp	lipopolysaccharide binding protein
16164	ENSMUSG00000017057	Il13ra1	interleukin 13 receptor, alpha 1
72287	ENSMUSG00000074170	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1
192120	ENSMUSG00000028392	Bspry	B-box and SPRY domain containing
78088	ENSMUSG00000045314	Sowahb	sosondowah ankyrin repeat domain family member B
67177	ENSMUSG00000006585	Cdt1	chromatin licensing and DNA replication factor 1
240025	ENSMUSG00000048826	Dact2	dishevelled-binding antagonist of beta-catenin 2
224171	ENSMUSG00000033031	Cip2a	cell proliferation regulating inhibitor of protein phosphatase 2A
20324	ENSMUSG00000045954	Cavin2	caveolae associated 2
12927	ENSMUSG00000031955	Bcar1	breast cancer anti-estrogen resistance 1
70417	ENSMUSG00000024593	Megf10	multiple EGF-like-domains 10
30877	ENSMUSG00000042354	Gnl3	guanine nucleotide binding protein-like 3 (nucleolar)
16975	ENSMUSG00000028613	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
286940	ENSMUSG00000025278	Flnb	filamin, beta
432530	ENSMUSG00000020431	Adcy1	adenylate cyclase 1
20556	ENSMUSG00000072620	Slfn2	schlafen 2
20556	ENSMUSG00000116022	Slfn2	schlafen 2
20556	ENSMUSG00000115954	Slfn2	schlafen 2
20556	ENSMUSG00000115991	Slfn2	schlafen 2
56505	ENSMUSG00000030079	Ruvbl1	RuvB-like protein 1
68955	ENSMUSG00000063919	Srrm4	serine/arginine repetitive matrix 4
71988	ENSMUSG00000022034	Esco2	establishment of sister chromatid cohesion N-acetyltransferase 2
623474	ENSMUSG00000078773	Rad54b	RAD54 homolog B (S. cerevisiae)
74761	ENSMUSG00000029070	Mxra8	matrix-remodelling associated 8
195733	ENSMUSG00000020656	Grhl1	grainyhead like transcription factor 1
68355	NA	2010204K13Rik	RIKEN cDNA 2010204K13 gene
57753	ENSMUSG00000024999	Noc3l	NOC3 like DNA replication regulator
102442	ENSMUSG00000053641	Dennd4a	DENN/MADD domain containing 4A
624759	ENSMUSG00000106053	Gm20752	predicted gene, 20752
108760	ENSMUSG00000021130	Galnt16	polypeptide N-acetylgalactosaminyltransferase 16
14419	ENSMUSG00000024907	Gal	galanin
64292	ENSMUSG00000050737	Ptges	prostaglandin E synthase
77697	ENSMUSG00000029575	Mmab	methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human)
21335	ENSMUSG00000037313	Tacc3	transforming, acidic coiled-coil containing protein 3
30046	ENSMUSG00000039967	Zfp292	zinc finger protein 292
634731	ENSMUSG00000038578	Susd1	sushi domain containing 1
13518	ENSMUSG00000026131	Dst	dystonin
100087	ENSMUSG00000073775	Kti12	KTI12 homolog, chromatin associated
20460	ENSMUSG00000028718	Stil	Scl/Tal1 interrupting locus
50490	ENSMUSG00000030562	Nox4	NADPH oxidase 4
94090	ENSMUSG00000021071	Trim9	tripartite motif-containing 9
17313	ENSMUSG00000030218	Mgp	matrix Gla protein
101994	ENSMUSG00000047710	Champ1	chromosome alignment maintaining phosphoprotein 1
11363	ENSMUSG00000026003	Acadl	acyl-Coenzyme A dehydrogenase, long-chain
77739	ENSMUSG00000066113	Adamtsl1	ADAMTS-like 1
117160	ENSMUSG00000034714	Ttyh2	tweety family member 2
13036	ENSMUSG00000032359	Ctsh	cathepsin H
70218	ENSMUSG00000051378	Kif18b	kinesin family member 18B
100038627	ENSMUSG00000114442	F630042J09Rik	RIKEN cDNA F630042J09 gene
13052	ENSMUSG00000022865	Cxadr	coxsackie virus and adenovirus receptor
22029	ENSMUSG00000026875	Traf1	TNF receptor-associated factor 1
259300	ENSMUSG00000074364	Ehd2	EH-domain containing 2
330122	ENSMUSG00000029379	Cxcl3	chemokine (C-X-C motif) ligand 3
209630	ENSMUSG00000026657	Frmd4a	FERM domain containing 4A
72324	ENSMUSG00000017417	Plxdc1	plexin domain containing 1
19348	ENSMUSG00000003779	Kif20a	kinesin family member 20A
23794	ENSMUSG00000022894	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)
16542	ENSMUSG00000062960	Kdr	kinase insert domain protein receptor
246104	ENSMUSG00000017692	Rhbdl3	rhomboid like 3
67384	ENSMUSG00000037316	Bag4	BCL2-associated athanogene 4
69065	ENSMUSG00000027313	Chac1	ChaC, cation transport regulator 1
22057	ENSMUSG00000037573	Tob1	transducer of ErbB-2.1
210622	ENSMUSG00000027188	Pamr1	peptidase domain containing associated with muscle regeneration 1
16169	ENSMUSG00000023206	Il15ra	interleukin 15 receptor, alpha chain
56520	ENSMUSG00000024177	Nme4	NME/NM23 nucleoside diphosphate kinase 4
56200	ENSMUSG00000020075	Ddx21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21
192199	ENSMUSG00000028871	Rspo1	R-spondin 1
18817	ENSMUSG00000030867	Plk1	polo like kinase 1
18302	ENSMUSG00000009654	Oit3	oncoprotein induced transcript 3
432731	ENSMUSG00000022228	Zscan26	zinc finger and SCAN domain containing 26
57764	ENSMUSG00000020019	Ntn4	netrin 4
18227	ENSMUSG00000026826	Nr4a2	nuclear receptor subfamily 4, group A, member 2
269389	ENSMUSG00000074607	Tox2	TOX high mobility group box family member 2
16182	ENSMUSG00000026070	Il18r1	interleukin 18 receptor 1
19249	ENSMUSG00000034573	Ptpn13	protein tyrosine phosphatase, non-receptor type 13
20351	ENSMUSG00000028064	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
68725	ENSMUSG00000046999	1110032F04Rik	RIKEN cDNA 1110032F04 gene
53412	ENSMUSG00000067279	Ppp1r3c	protein phosphatase 1, regulatory subunit 3C
18752	ENSMUSG00000078816	Prkcg	protein kinase C, gamma
18752	ENSMUSG00000097449	Prkcg	protein kinase C, gamma
28071	ENSMUSG00000020561	Twistnb	twist basic helix-loop-helix transcription factor 1 neighbor
329727	ENSMUSG00000007379	Dennd2c	DENN/MADD domain containing 2C
18121	ENSMUSG00000048616	Nog	noggin
17961	ENSMUSG00000051147	Nat2	N-acetyltransferase 2 (arylamine N-acetyltransferase)
263764	ENSMUSG00000050967	Creg2	cellular repressor of E1A-stimulated genes 2
13555	ENSMUSG00000027490	E2f1	E2F transcription factor 1
105988	ENSMUSG00000058290	Espl1	extra spindle pole bodies 1, separase
229841	ENSMUSG00000045328	Cenpe	centromere protein E
66468	ENSMUSG00000036223	Ska1	spindle and kinetochore associated complex subunit 1
13116	ENSMUSG00000021259	Cyp46a1	cytochrome P450, family 46, subfamily a, polypeptide 1
19769	ENSMUSG00000028057	Rit1	Ras-like without CAAX 1
434693	NA	Mrto4-ps2	mRNA turnover 4, pseudogene 2
268935	ENSMUSG00000038677	Scube3	signal peptide, CUB domain, EGF-like 3
68612	ENSMUSG00000001403	Ube2c	ubiquitin-conjugating enzyme E2C
71233	ENSMUSG00000026679	Enkur	enkurin, TRPC channel interacting protein
109212	ENSMUSG00000020808	Pimreg	PICALM interacting mitotic regulator
218772	ENSMUSG00000017491	Rarb	retinoic acid receptor, beta
17988	ENSMUSG00000005125	Ndrg1	N-myc downstream regulated gene 1
67149	ENSMUSG00000078532	Nkain1	Na+/K+ transporting ATPase interacting 1
67149	ENSMUSG00000106964	Nkain1	Na+/K+ transporting ATPase interacting 1
17196	ENSMUSG00000041607	Mbp	myelin basic protein
11639	ENSMUSG00000028527	Ak4	adenylate kinase 4
108153	ENSMUSG00000032363	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7
102644	ENSMUSG00000032014	Oaf	out at first homolog
77777	ENSMUSG00000079685	Ulbp1	UL16 binding protein 1
77777	ENSMUSG00000115960	Ulbp1	UL16 binding protein 1
14167	ENSMUSG00000022523	Fgf12	fibroblast growth factor 12
18542	ENSMUSG00000029718	Pcolce	procollagen C-endopeptidase enhancer protein
26950	ENSMUSG00000054459	Vsnl1	visinin-like 1
12815	ENSMUSG00000024330	Col11a2	collagen, type XI, alpha 2
21367	ENSMUSG00000053024	Cntn2	contactin 2
94109	ENSMUSG00000060924	Csmd1	CUB and Sushi multiple domains 1
319565	ENSMUSG00000063450	Syne2	spectrin repeat containing, nuclear envelope 2
228576	ENSMUSG00000027377	Mall	mal, T cell differentiation protein-like
19752	ENSMUSG00000035896	Rnase1	ribonuclease, RNase A family, 1 (pancreatic)
27375	ENSMUSG00000034917	Tjp3	tight junction protein 3
71345	ENSMUSG00000054662	Ano9	anoctamin 9
15116	ENSMUSG00000003665	Has1	hyaluronan synthase 1
22352	ENSMUSG00000026728	Vim	vimentin
272636	ENSMUSG00000037681	Esyt3	extended synaptotagmin-like protein 3
320557	ENSMUSG00000041817	Fam169a	family with sequence similarity 169, member A
17714	ENSMUSG00000024580	Grpel2	GrpE-like 2, mitochondrial
14061	ENSMUSG00000027249	F2	coagulation factor II
